regiao;estado;data;acessos;
Centro-Oeste;GO;04/04/2020;0;3
Centro-Oeste;GO;05/04/2020;0;3
Centro-Oeste;GO;06/04/2020;0;3
Centro-Oeste;GO;07/04/2020;0;3
Centro-Oeste;GO;08/04/2020;0;3
Centro-Oeste;GO;09/04/2020;0;3
Centro-Oeste;GO;10/04/2020;0;3
Centro-Oeste;GO;11/04/2020;0;3
Centro-Oeste;GO;12/04/2020;0;3
Centro-Oeste;GO;13/04/2020;0;3
Centro-Oeste;GO;14/04/2020;0;3
Centro-Oeste;GO;15/04/2020;0;3
Centro-Oeste;DF;30/01/2020;0;3
Centro-Oeste;DF;31/01/2020;0;3
Centro-Oeste;DF;01/02/2020;0;3
Centro-Oeste;DF;02/02/2020;0;3
Centro-Oeste;DF;03/02/2020;0;3
Centro-Oeste;DF;04/02/2020;0;3
Centro-Oeste;DF;05/02/2020;0;3
Centro-Oeste;DF;06/02/2020;0;3
Centro-Oeste;DF;07/02/2020;0;3
Centro-Oeste;DF;08/02/2020;0;3
Centro-Oeste;DF;09/02/2020;0;3
Centro-Oeste;DF;10/02/2020;0;3
Centro-Oeste;DF;11/02/2020;0;3
Centro-Oeste;DF;12/02/2020;0;3
Centro-Oeste;DF;13/02/2020;0;3
Centro-Oeste;DF;14/02/2020;0;3
Centro-Oeste;DF;15/02/2020;0;3
Centro-Oeste;DF;16/02/2020;0;3
Centro-Oeste;DF;17/02/2020;0;3
Centro-Oeste;DF;18/02/2020;0;3
Centro-Oeste;DF;19/02/2020;0;3
Centro-Oeste;DF;20/02/2020;0;3
Centro-Oeste;DF;21/02/2020;0;3
Centro-Oeste;DF;22/02/2020;0;3
Centro-Oeste;DF;23/02/2020;0;3
Centro-Oeste;DF;24/02/2020;0;3
Centro-Oeste;DF;25/02/2020;0;3
Centro-Oeste;DF;26/02/2020;0;3
Centro-Oeste;DF;27/02/2020;0;3
Centro-Oeste;DF;28/02/2020;0;3
Centro-Oeste;DF;29/02/2020;0;3
Centro-Oeste;DF;01/03/2020;0;3
Centro-Oeste;DF;02/03/2020;0;3
Centro-Oeste;DF;03/03/2020;0;3
Centro-Oeste;DF;04/03/2020;0;3
Centro-Oeste;DF;05/03/2020;0;3
Centro-Oeste;DF;06/03/2020;0;3
Centro-Oeste;DF;07/03/2020;0;3
Centro-Oeste;DF;08/03/2020;0;3
Centro-Oeste;DF;09/03/2020;0;3
Centro-Oeste;DF;10/03/2020;0;3
Centro-Oeste;DF;11/03/2020;0;3
Centro-Oeste;DF;12/03/2020;0;3
Centro-Oeste;DF;13/03/2020;0;3
Centro-Oeste;DF;14/03/2020;0;3
Centro-Oeste;DF;15/03/2020;0;3
Centro-Oeste;DF;16/03/2020;0;3
Centro-Oeste;DF;17/03/2020;0;3
Centro-Oeste;DF;18/03/2020;0;3
Centro-Oeste;DF;19/03/2020;0;3
Centro-Oeste;DF;20/03/2020;0;3
Centro-Oeste;DF;21/03/2020;0;3
Centro-Oeste;DF;22/03/2020;0;3
Centro-Oeste;DF;23/03/2020;0;3
Centro-Oeste;DF;24/03/2020;0;3
Centro-Oeste;DF;25/03/2020;0;3
Centro-Oeste;DF;26/03/2020;0;
Centro-Oeste;DF;27/03/2020;0;
Centro-Oeste;DF;28/03/2020;0;
Centro-Oeste;DF;29/03/2020;0;
Centro-Oeste;DF;30/03/2020;0;
Centro-Oeste;DF;31/03/2020;0;
Centro-Oeste;DF;01/04/2020;0;
Centro-Oeste;DF;02/04/2020;0;
Centro-Oeste;DF;03/04/2020;0;
Centro-Oeste;DF;04/04/2020;0;
Centro-Oeste;DF;05/04/2020;0;
Centro-Oeste;DF;06/04/2020;0;
Centro-Oeste;DF;07/04/2020;0;
Centro-Oeste;DF;08/04/2020;0;
Centro-Oeste;DF;09/04/2020;0;
Centro-Oeste;DF;10/04/2020;0;
Centro-Oeste;DF;11/04/2020;0;
Centro-Oeste;DF;12/04/2020;0;
Centro-Oeste;DF;13/04/2020;0;
Centro-Oeste;DF;14/04/2020;0;
Centro-Oeste;DF;15/04/2020;0;
